id,items_,filename,from_,to_
1382,n',cta0014.seg_B2,595126.0,597920.0
1383,e0,cta0014.seg_B2,597920.0,602800.0
1384,n',cta0014.seg_B2,602800.0,606098.0
1385,i4,cta0014.seg_B2,606098.0,607800.0
1386,j,cta0014.seg_B2,607800.0,608930.0
1387,a1,cta0014.seg_B2,608930.0,611096.0
1388,t,cta0014.seg_B2,611096.0,615088.0
1389,n,cta0014.seg_B2,615088.0,615954.0
1390,a1,cta0014.seg_B2,615954.0,618736.0
1391,sh,cta0014.seg_B2,618736.0,623900.0
1392,e0,cta0014.seg_B2,623900.0,628032.0
1393,n',cta0014.seg_B2,628032.0,630786.0
1394,i4,cta0014.seg_B2,630786.0,633260.0
1395,s,cta0014.seg_B2,633260.0,638678.0
1396,m,cta0014.seg_B2,638678.0,641380.0
1397,a0,cta0014.seg_B2,641380.0,646916.0
1398,t',cta0014.seg_B2,646916.0,651092.0
1399,i4,cta0014.seg_B2,651092.0,651982.0
1400,r',cta0014.seg_B2,651982.0,654136.0
1401,j,cta0014.seg_B2,654136.0,657430.0
1402,u4,cta0014.seg_B2,657430.0,663590.0
1403,p,cta0014.seg_B2,678416.0,681930.0
1404,o0,cta0014.seg_B2,681930.0,685676.0
1405,s,cta0014.seg_B2,685676.0,690152.0
1406,l',cta0014.seg_B2,690152.0,691534.0
1407,i4,cta0014.seg_B2,691534.0,693420.0
1408,ch,cta0014.seg_B2,693420.0,698810.0
1409,i1,cta0014.seg_B2,698810.0,699986.0
1410,v,cta0014.seg_B2,699986.0,702748.0
1411,o0,cta0014.seg_B2,702748.0,706542.0
1412,m,cta0014.seg_B2,706542.0,709866.0
1413,a0,cta0014.seg_B2,709866.0,715244.0
1414,t',cta0014.seg_B2,715244.0,721856.0
1415,n',cta0014.seg_B2,739916.0,742992.0
1416,i1,cta0014.seg_B2,742992.0,745226.0
1417,r,cta0014.seg_B2,745226.0,746560.0
1418,a2,cta0014.seg_B2,746560.0,749030.0
1419,z,cta0014.seg_B2,749030.0,751296.0
1420,g,cta0014.seg_B2,751296.0,754026.0
1421,a1,cta0014.seg_B2,754026.0,757512.0
1422,v,cta0014.seg_B2,757512.0,759204.0
1423,a0,cta0014.seg_B2,759204.0,762850.0
1424,r',cta0014.seg_B2,762850.0,763962.0
1425,i4,cta0014.seg_B2,763962.0,766138.0
1426,v,cta0014.seg_B2,766138.0,768330.0
1427,a4,cta0014.seg_B2,768330.0,770680.0
1428,l,cta0014.seg_B2,770680.0,772252.0
1429,a4,cta0014.seg_B2,772252.0,774552.0
1430,s,cta0014.seg_B2,774552.0,780438.0
1431,n',cta0014.seg_B2,780438.0,783800.0
1432,i0,cta0014.seg_B2,783800.0,785956.0
1433,m,cta0014.seg_B2,785956.0,791732.0
1434,p,cta0014.seg_B2,801588.0,804340.0
1435,a1,cta0014.seg_B2,804340.0,808374.0
1436,n',cta0014.seg_B2,808374.0,812254.0
1437,e0,cta0014.seg_B2,812254.0,816052.0
1438,s,cta0014.seg_B2,816052.0,818622.0
1439,k,cta0014.seg_B2,818622.0,822278.0
1440,a4,cta0014.seg_B2,822278.0,823442.0
1441,l',cta0014.seg_B2,823442.0,825740.0
1442,k,cta0014.seg_B2,825740.0,829892.0
1443,u4,cta0014.seg_B2,829892.0,832124.0
1444,d,cta0014.seg_B2,832124.0,835728.0
1445,n',cta0014.seg_B2,835728.0,839170.0
1446,e0,cta0014.seg_B2,839170.0,843320.0
1447,j,cta0014.seg_B2,843320.0,846954.0
1448,o0,cta0015.seg_B2,0.0,5228.0
1449,n,cta0015.seg_B2,5228.0,7682.0
1450,u1,cta0015.seg_B2,7682.0,10882.0
1451,p,cta0015.seg_B2,10882.0,15586.0
1452,r',cta0015.seg_B2,15586.0,17558.0
1453,a0,cta0015.seg_B2,17558.0,24038.0
1454,m,cta0015.seg_B2,24038.0,26638.0
1455,a4,cta0015.seg_B2,26638.0,29636.0
1456,p,cta0015.seg_B2,29636.0,33016.0
1457,y1,cta0015.seg_B2,33016.0,35418.0
1458,t,cta0015.seg_B2,35418.0,39502.0
1459,a0,cta0015.seg_B2,39502.0,43498.0
1460,l,cta0015.seg_B2,43498.0,46308.0
1461,s',cta0015.seg_B2,46308.0,51028.0
1462,a4,cta0015.seg_B2,51028.0,53626.0
1463,s,cta0015.seg_B2,53626.0,58806.0
1464,v,cta0015.seg_B2,58806.0,61436.0
1465,a1,cta0015.seg_B2,61436.0,65626.0
1466,d',cta0015.seg_B2,65626.0,71208.0
1467,i0,cta0015.seg_B2,71208.0,75884.0
1468,t',cta0015.seg_B2,75884.0,85632.0
1469,m',cta0015.seg_B2,96040.0,101714.0
1470,i1,cta0015.seg_B2,101714.0,107110.0
1471,r',cta0015.seg_B2,107110.0,108992.0
1472,i0,cta0015.seg_B2,108992.0,116548.0
1473,t',cta0015.seg_B2,116548.0,126086.0
1474,s',cta0015.seg_B2,144790.0,151572.0
1475,i1,cta0015.seg_B2,151572.0,154940.0
1476,l',cta0015.seg_B2,154940.0,157820.0
1477,i0,cta0015.seg_B2,157820.0,162126.0
1478,l,cta0015.seg_B2,162126.0,166000.0
1479,v,cta0015.seg_B2,166000.0,170062.0
1480,m',cta0015.seg_B2,170062.0,173812.0
1481,e0,cta0015.seg_B2,173812.0,178816.0
1482,s',cta0015.seg_B2,178816.0,181944.0
1483,t',cta0015.seg_B2,181944.0,185494.0
1484,i4,cta0015.seg_B2,185494.0,187870.0
1485,n,cta0015.seg_B2,187870.0,190774.0
1486,a1,cta0015.seg_B2,190774.0,194966.0
1487,d,cta0015.seg_B2,194966.0,198662.0
1488,a0,cta0015.seg_B2,198662.0,205020.0
1489,ch,cta0015.seg_B2,205020.0,211412.0
1490,i4,cta0015.seg_B2,211412.0,217762.0
1491,a1,cta0015.seg_B2,237596.0,242650.0
1492,d,cta0015.seg_B2,242650.0,246588.0
1493,n,cta0015.seg_B2,246588.0,248900.0
1494,a0,cta0015.seg_B2,248900.0,253474.0
1495,zh,cta0015.seg_B2,253474.0,256126.0
1496,d,cta0015.seg_B2,256126.0,259086.0
1497,y4,cta0015.seg_B2,259086.0,261228.0
1498,k,cta0015.seg_B2,261228.0,264712.0
1499,u1,cta0015.seg_B2,264712.0,267380.0
1500,p',cta0015.seg_B2,267380.0,270898.0
1501,i0,cta0015.seg_B2,270898.0,274500.0
1502,l,cta0015.seg_B2,274500.0,277146.0
1503,a1,cta0015.seg_B2,277146.0,280448.0
1504,b',cta0015.seg_B2,280448.0,283754.0
1505,e0,cta0015.seg_B2,283754.0,288816.0
1506,i4,cta0015.seg_B2,288816.0,290964.0
1507,m,cta0015.seg_B2,290964.0,293678.0
1508,p,cta0015.seg_B2,293678.0,298022.0
1509,u1,cta0015.seg_B2,298022.0,300810.0
1510,t',cta0015.seg_B2,300810.0,305652.0
1511,o0,cta0015.seg_B2,305652.0,310690.0
1512,f,cta0015.seg_B2,310690.0,313014.0
1513,k',cta0015.seg_B2,313014.0,316928.0
1514,i4,cta0015.seg_B2,316928.0,318666.0
1515,n,cta0015.seg_B2,318666.0,321338.0
1516,a1,cta0015.seg_B2,321338.0,324638.0
1517,r',cta0015.seg_B2,324638.0,326252.0
1518,i0,cta0015.seg_B2,326252.0,330610.0
1519,sh,cta0015.seg_B2,330610.0,333878.0
1520,s,cta0015.seg_B2,333878.0,335866.0
1521,k,cta0015.seg_B2,335866.0,340048.0
1522,a4,cta0015.seg_B2,340048.0,343054.0
1523,j,cta0015.seg_B2,343054.0,344620.0
1524,v,cta0015.seg_B2,344620.0,347852.0
1525,z,cta0015.seg_B2,347852.0,352428.0
1526,m,cta0015.seg_B2,352428.0,356856.0
1527,o0,cta0015.seg_B2,356856.0,361254.0
1528,r',cta0015.seg_B2,361254.0,363696.0
1529,j,cta0015.seg_B2,363696.0,365408.0
1530,i4,cta0015.seg_B2,365408.0,372320.0
1531,n,cta0015.seg_B2,395930.0,402320.0
1532,o0,cta0015.seg_B2,402320.0,406128.0
1533,n',cta0015.seg_B2,406128.0,409282.0
1534,i1,cta0015.seg_B2,409282.0,412818.0
1535,ch,cta0015.seg_B2,412818.0,418536.0
1536,i1,cta0015.seg_B2,418536.0,422150.0
1537,v,cta0015.seg_B2,422150.0,424784.0
1538,o0,cta0015.seg_B2,424784.0,429468.0
1539,p,cta0015.seg_B2,429468.0,434302.0
1540,u0,cta0015.seg_B2,434302.0,439242.0
1541,t,cta0015.seg_B2,439242.0,443338.0
1542,n,cta0015.seg_B2,443338.0,445432.0
1543,a4,cta0015.seg_B2,445432.0,447538.0
1544,v,cta0015.seg_B2,447538.0,449956.0
1545,a4,cta0015.seg_B2,449956.0,452464.0
1546,i1,cta0015.seg_B2,452464.0,454910.0
1547,s,cta0015.seg_B2,454910.0,458552.0
1548,f,cta0015.seg_B2,458552.0,462362.0
1549,s',cta0015.seg_B2,462362.0,466356.0
1550,i1,cta0015.seg_B2,466356.0,467718.0
1551,v,cta0015.seg_B2,467718.0,470560.0
1552,o0,cta0015.seg_B2,470560.0,475322.0
1553,e0,cta0015.seg_B2,475322.0,480340.0
1554,t,cta0015.seg_B2,480340.0,484234.0
1555,a4,cta0015.seg_B2,484234.0,485984.0
1556,v,cta0015.seg_B2,485984.0,488980.0
1557,a4,cta0015.seg_B2,488980.0,497648.0
1558,n',cta0015.seg_B2,505930.0,511766.0
1559,i1,cta0015.seg_B2,511766.0,515118.0
1560,v,cta0015.seg_B2,515118.0,518030.0
1561,y0,cta0015.seg_B2,518030.0,519868.0
1562,h,cta0015.seg_B2,519868.0,524332.0
1563,a4,cta0015.seg_B2,524332.0,527942.0
1564,d',cta0015.seg_B2,527942.0,533696.0
1565,i4,cta0015.seg_B2,533696.0,537946.0
1566,l,cta0015.seg_B2,537946.0,541128.0
1567,a4,cta0015.seg_B2,541128.0,546438.0
1568,k,cta0016.seg_B2,0.0,3258.0
1569,a1,cta0016.seg_B2,3258.0,6480.0
1570,k,cta0016.seg_B2,6480.0,10884.0
1571,a0,cta0016.seg_B2,10884.0,14502.0
1572,j,cta0016.seg_B2,14502.0,16062.0
1573,t,cta0016.seg_B2,16062.0,20192.0
1574,a4,cta0016.seg_B2,20192.0,21452.0
1575,p,cta0016.seg_B2,21452.0,27578.0
1576,r',cta0016.seg_B2,27578.0,28912.0
1577,i1,cta0016.seg_B2,28912.0,32084.0
1578,g,cta0016.seg_B2,32084.0,37604.0
1579,r,cta0016.seg_B2,37604.0,40756.0
1580,a0,cta0016.seg_B2,40756.0,46174.0
1581,d,cta0016.seg_B2,46174.0,49480.0
1582,a4,cta0016.seg_B2,49480.0,51852.0
1583,s,cta0016.seg_B2,51852.0,55766.0
1584,t,cta0016.seg_B2,55766.0,58412.0
1585,a1,cta0016.seg_B2,58412.0,61502.0
1586,j,cta0016.seg_B2,61502.0,64726.0
1587,a0,cta0016.seg_B2,64726.0,67406.0
1588,l,cta0016.seg_B2,67406.0,69784.0
1589,a4,cta0016.seg_B2,69784.0,72594.0
1590,m',cta0016.seg_B2,72594.0,76734.0
1591,e0,cta0016.seg_B2,76734.0,80458.0
1592,zh,cta0016.seg_B2,80458.0,82278.0
1593,d,cta0016.seg_B2,82278.0,85084.0
1594,u4,cta0016.seg_B2,85084.0,87366.0
1595,d,cta0016.seg_B2,87366.0,90308.0
1596,v,cta0016.seg_B2,90308.0,93508.0
1597,u1,cta0016.seg_B2,93508.0,96514.0
1598,m',cta0016.seg_B2,96514.0,99566.0
1599,a0,cta0016.seg_B2,99566.0,103592.0
1600,zh,cta0016.seg_B2,103592.0,107446.0
1601,e0,cta0016.seg_B2,107446.0,111400.0
1602,n',cta0016.seg_B2,111400.0,114866.0
1603,sc,cta0016.seg_B2,114866.0,120342.0
1604,i4,cta0016.seg_B2,120342.0,121644.0
1605,n,cta0016.seg_B2,121644.0,124942.0
1606,a4,cta0016.seg_B2,124942.0,127272.0
1607,m',cta0016.seg_B2,127272.0,130528.0
1608,i4,cta0016.seg_B2,130528.0,134818.0
1609,i1,cta0016.seg_B2,153602.0,159030.0
1610,p,cta0016.seg_B2,159030.0,163768.0
1611,r',cta0016.seg_B2,163768.0,166072.0
1612,i1,cta0016.seg_B2,166072.0,168394.0
1613,a2,cta0016.seg_B2,168394.0,172560.0
1614,d,cta0016.seg_B2,172560.0,175674.0
1615,a1,cta0016.seg_B2,175674.0,179166.0
1616,l',cta0016.seg_B2,179166.0,182224.0
1617,e0,cta0016.seg_B2,182224.0,186570.0
1618,t',cta0016.seg_B2,186570.0,192064.0
1619,j,cta0016.seg_B2,192064.0,194284.0
1620,j,cta0016.seg_B2,194284.0,197658.0
1621,o0,cta0016.seg_B2,197658.0,200996.0
1622,a1,cta0016.seg_B2,200996.0,205202.0
1623,n',cta0016.seg_B2,205202.0,209912.0
1624,i0,cta0016.seg_B2,209912.0,218522.0
1625,n',cta0016.seg_B2,226064.0,231092.0
1626,i1,cta0016.seg_B2,231092.0,234134.0
1627,m,cta0016.seg_B2,234134.0,237838.0
1628,a1,cta0016.seg_B2,237838.0,241968.0
1629,g,cta0016.seg_B2,241968.0,245670.0
1630,l',cta0016.seg_B2,245670.0,249326.0
1631,i0,cta0016.seg_B2,249326.0,256200.0
1632,p,cta0017.seg_B2,0.0,2836.0
1633,a2,cta0017.seg_B2,2836.0,5984.0
1634,ch,cta0017.seg_B2,5984.0,11988.0
1635,i1,cta0017.seg_B2,11988.0,14322.0
1636,m,cta0017.seg_B2,14322.0,17858.0
1637,u0,cta0017.seg_B2,17858.0,20530.0
1638,t,cta0017.seg_B2,20530.0,24212.0
1639,a0,cta0017.seg_B2,24212.0,27554.0
1640,g,cta0017.seg_B2,27554.0,30954.0
1641,b,cta0017.seg_B2,30954.0,35020.0
1642,y0,cta0017.seg_B2,35020.0,39362.0
1643,l,cta0017.seg_B2,39362.0,42782.0
1644,a4,cta0017.seg_B2,42782.0,48954.0
1645,o0,cta0017.seg_B2,62246.0,68246.0
1646,n',cta0017.seg_B2,68246.0,70786.0
1647,n',cta0017.seg_B2,70786.0,73218.0
1648,i1,cta0017.seg_B2,73218.0,75126.0
1649,p,cta0017.seg_B2,75126.0,79424.0
1650,a2,cta0017.seg_B2,79424.0,81642.0
1651,n',cta0017.seg_B2,81642.0,85366.0
1652,i1,cta0017.seg_B2,85366.0,87628.0
1653,m,cta0017.seg_B2,87628.0,91766.0
1654,a0,cta0017.seg_B2,91766.0,97810.0
1655,l,cta0017.seg_B2,97810.0,102216.0
1656,h,cta0017.seg_B2,127706.0,131446.0
1657,a1,cta0017.seg_B2,131446.0,134088.0
1658,t',cta0017.seg_B2,134088.0,138554.0
1659,a0,cta0017.seg_B2,138554.0,142152.0
1660,r,cta0017.seg_B2,142152.0,144470.0
1661,a0,cta0017.seg_B2,144470.0,150284.0
1662,n',cta0017.seg_B2,150284.0,153128.0
1663,sh,cta0017.seg_B2,153128.0,157710.0
1664,y4,cta0017.seg_B2,157710.0,160540.0
1665,z,cta0017.seg_B2,160540.0,163526.0
1666,a1,cta0017.seg_B2,163526.0,166950.0
1667,d,cta0017.seg_B2,166950.0,170680.0
1668,u0,cta0017.seg_B2,170680.0,173838.0
1669,m,cta0017.seg_B2,173838.0,176616.0
1670,y4,cta0017.seg_B2,176616.0,179406.0
1671,v,cta0017.seg_B2,179406.0,181248.0
1672,a4,cta0017.seg_B2,181248.0,183342.0
1673,l,cta0017.seg_B2,183342.0,184602.0
1674,s',cta0017.seg_B2,184602.0,189936.0
1675,a4,cta0017.seg_B2,189936.0,191312.0
1676,ch,cta0017.seg_B2,191312.0,198732.0
1677,a0,cta0017.seg_B2,198732.0,204948.0
1678,s,cta0017.seg_B2,204948.0,208924.0
1679,t,cta0017.seg_B2,208924.0,213410.0
1680,a4,cta0017.seg_B2,213410.0,219084.0
1681,p,cta0018.seg_B2,0.0,1370.0
1682,a2,cta0018.seg_B2,1370.0,4372.0
1683,ch,cta0018.seg_B2,4372.0,10924.0
1684,i1,cta0018.seg_B2,10924.0,13714.0
1685,m,cta0018.seg_B2,13714.0,17186.0
1686,u0,cta0018.seg_B2,17186.0,21442.0
1687,d,cta0018.seg_B2,21442.0,25948.0
1688,v',cta0018.seg_B2,25948.0,28636.0
1689,e0,cta0018.seg_B2,28636.0,32270.0
1690,i1,cta0018.seg_B2,32270.0,35970.0
1691,n',cta0018.seg_B2,35970.0,38668.0
1692,t',cta0018.seg_B2,38668.0,42832.0
1693,i1,cta0018.seg_B2,42832.0,44350.0
1694,l',cta0018.seg_B2,44350.0,46526.0
1695,i1,cta0018.seg_B2,46526.0,48650.0
1696,g',cta0018.seg_B2,48650.0,53186.0
1697,e0,cta0018.seg_B2,53186.0,59406.0
1698,n,cta0018.seg_B2,59406.0,62670.0
1699,t,cta0018.seg_B2,62670.0,67518.0
1700,n,cta0018.seg_B2,67518.0,70420.0
1701,y4,cta0018.seg_B2,70420.0,73654.0
1702,j,cta0018.seg_B2,73654.0,76086.0
1703,f,cta0018.seg_B2,76086.0,81256.0
1704,s',cta0018.seg_B2,81256.0,86240.0
1705,e0,cta0018.seg_B2,86240.0,90398.0
1706,m',cta0018.seg_B2,90398.0,94076.0
1707,i4,cta0018.seg_B2,94076.0,96010.0
1708,u1,cta0018.seg_B2,96010.0,99186.0
1709,v,cta0018.seg_B2,99186.0,102252.0
1710,a1,cta0018.seg_B2,102252.0,105822.0
1711,zh,cta0018.seg_B2,105822.0,109734.0
1712,a0,cta0018.seg_B2,109734.0,114156.0
1713,j,cta0018.seg_B2,114156.0,117506.0
1714,m,cta0018.seg_B2,117506.0,121366.0
1715,y4,cta0018.seg_B2,121366.0,125792.0
1716,j,cta0018.seg_B2,125792.0,128566.0
1717,zh,cta0018.seg_B2,128566.0,132646.0
1718,e0,cta0018.seg_B2,132646.0,137640.0
1719,n',cta0018.seg_B2,137640.0,140986.0
1720,sc,cta0018.seg_B2,140986.0,146182.0
1721,i4,cta0018.seg_B2,146182.0,148186.0
1722,n,cta0018.seg_B2,148186.0,151950.0
1723,y4,cta0018.seg_B2,151950.0,157084.0
1724,k,cta0018.seg_B2,166600.0,170640.0
1725,s',cta0018.seg_B2,170640.0,174908.0
1726,e0,cta0018.seg_B2,174908.0,178398.0
1727,n',cta0018.seg_B2,178398.0,182178.0
1728,i4,cta0018.seg_B2,182178.0,184642.0
1729,j,cta0018.seg_B2,184642.0,187272.0
1730,f',cta0018.seg_B2,187272.0,192122.0
1731,o0,cta0018.seg_B2,192122.0,195190.0
1732,d,cta0018.seg_B2,195190.0,197960.0
1733,a4,cta0018.seg_B2,197960.0,198834.0
1734,r,cta0018.seg_B2,198834.0,200382.0
1735,a4,cta0018.seg_B2,200382.0,201650.0
1736,v,cta0018.seg_B2,201650.0,204352.0
1737,n,cta0018.seg_B2,204352.0,206576.0
1738,a4,cta0018.seg_B2,206576.0,208498.0
1739,r,cta0018.seg_B2,208498.0,210648.0
1740,a1,cta0018.seg_B2,210648.0,213566.0
1741,b,cta0018.seg_B2,213566.0,217164.0
1742,o0,cta0018.seg_B2,217164.0,220026.0
1743,t,cta0018.seg_B2,220026.0,223126.0
1744,a4,cta0018.seg_B2,223126.0,224240.0
1745,l,cta0018.seg_B2,224240.0,226056.0
1746,a4,cta0018.seg_B2,226056.0,229160.0
1747,s,cta0018.seg_B2,229160.0,231912.0
1748,t,cta0018.seg_B2,231912.0,235410.0
1749,a0,cta0018.seg_B2,235410.0,238282.0
1750,r,cta0018.seg_B2,238282.0,240194.0
1751,sh,cta0018.seg_B2,240194.0,245046.0
1752,y4,cta0018.seg_B2,245046.0,246438.0
1753,m,cta0018.seg_B2,246438.0,248926.0
1754,b',cta0018.seg_B2,248926.0,251432.0
1755,i1,cta0018.seg_B2,251432.0,254106.0
1756,b,cta0018.seg_B2,254106.0,256984.0
1757,l',cta0018.seg_B2,256984.0,260084.0
1758,i1,cta0018.seg_B2,260084.0,262024.0
1759,o0,cta0018.seg_B2,262024.0,266154.0
1760,g,cta0018.seg_B2,266154.0,269526.0
1761,r,cta0018.seg_B2,269526.0,271050.0
1762,a4,cta0018.seg_B2,271050.0,272736.0
1763,f,cta0018.seg_B2,272736.0,277014.0
1764,a4,cta0018.seg_B2,277014.0,278592.0
1765,m,cta0018.seg_B2,278592.0,281900.0
1766,a1,cta0018.seg_B2,281900.0,284822.0
1767,d,cta0018.seg_B2,284822.0,288384.0
1768,n,cta0018.seg_B2,288384.0,289768.0
1769,o0,cta0018.seg_B2,289768.0,292076.0
1770,j,cta0018.seg_B2,292076.0,293006.0
1771,k,cta0018.seg_B2,293006.0,296720.0
1772,r,cta0018.seg_B2,296720.0,298332.0
1773,u0,cta0018.seg_B2,298332.0,300566.0
1774,p,cta0018.seg_B2,300566.0,305286.0
1775,n,cta0018.seg_B2,305286.0,306528.0
1776,a4,cta0018.seg_B2,306528.0,308772.0
1777,a1,cta0018.seg_B2,308772.0,310520.0
1778,k,cta0018.seg_B2,310520.0,314534.0
1779,a2,cta0018.seg_B2,314534.0,316066.0
1780,d',cta0018.seg_B2,316066.0,318658.0
1781,i1,cta0018.seg_B2,318658.0,320440.0
1782,m',cta0018.seg_B2,320440.0,323254.0
1783,i0,cta0018.seg_B2,323254.0,325662.0
1784,ch,cta0018.seg_B2,325662.0,328364.0
1785,i4,cta0018.seg_B2,328364.0,330330.0
1786,s,cta0018.seg_B2,330330.0,332666.0
1787,k,cta0018.seg_B2,332666.0,336000.0
1788,a4,cta0018.seg_B2,336000.0,337906.0
1789,b',cta0018.seg_B2,337906.0,341076.0
1790,i1,cta0018.seg_B2,341076.0,343752.0
1791,b,cta0018.seg_B2,343752.0,346722.0
1792,l',cta0018.seg_B2,346722.0,348398.0
1793,i1,cta0018.seg_B2,348398.0,350180.0
1794,a1,cta0018.seg_B2,350180.0,353476.0
1795,t',cta0018.seg_B2,353476.0,358916.0
1796,e0,cta0018.seg_B2,358916.0,362626.0
1797,k',cta0018.seg_B2,362626.0,367968.0
1798,i4,cta0018.seg_B2,367968.0,374240.0
1799,a1,cta0018.seg_B2,395392.0,400136.0
1800,l',cta0018.seg_B2,400136.0,403426.0
1801,e0,cta0018.seg_B2,403426.0,408152.0
1802,n,cta0018.seg_B2,408152.0,411000.0
1803,a4,cta0018.seg_B2,411000.0,413938.0
1804,z,cta0018.seg_B2,413938.0,416812.0
1805,a2,cta0018.seg_B2,416812.0,419324.0
1806,n',cta0018.seg_B2,419324.0,421852.0
1807,i1,cta0018.seg_B2,421852.0,423502.0
1808,m,cta0018.seg_B2,423502.0,425704.0
1809,a0,cta0018.seg_B2,425704.0,429778.0
1810,l,cta0018.seg_B2,429778.0,432042.0
1811,a4,cta0018.seg_B2,432042.0,433896.0
1812,s',cta0018.seg_B2,433896.0,436564.0
1813,p',cta0018.seg_B2,436564.0,440690.0
1814,i1,cta0018.seg_B2,440690.0,442540.0
1815,r',cta0018.seg_B2,442540.0,444410.0
1816,i1,cta0018.seg_B2,444410.0,446844.0
1817,v,cta0018.seg_B2,446844.0,451450.0
1818,o0,cta0018.seg_B2,451450.0,453546.0
1819,d,cta0018.seg_B2,453546.0,456318.0
1820,a4,cta0018.seg_B2,456318.0,457818.0
1821,m',cta0018.seg_B2,457818.0,460778.0
1822,i4,cta0018.seg_B2,460778.0,463894.0
1823,a1,cta0018.seg_B2,463894.0,469828.0
1824,n,cta0018.seg_B2,469828.0,472920.0
1825,g,cta0018.seg_B2,472920.0,476070.0
1826,l',cta0018.seg_B2,476070.0,478932.0
1827,i0,cta0018.seg_B2,478932.0,481986.0
1828,j,cta0018.seg_B2,481986.0,483186.0
1829,s,cta0018.seg_B2,483186.0,485416.0
1830,k',cta0018.seg_B2,485416.0,489212.0
1831,i4,cta0018.seg_B2,489212.0,490462.0
1832,h,cta0018.seg_B2,490462.0,493652.0
1833,t',cta0018.seg_B2,493652.0,496450.0
1834,i1,cta0018.seg_B2,496450.0,498278.0
1835,h,cta0018.seg_B2,498278.0,503458.0
1836,n',cta0018.seg_B2,503458.0,504654.0
1837,i0,cta0018.seg_B2,504654.0,507304.0
1838,ch,cta0018.seg_B2,507304.0,510680.0
1839,i4,cta0018.seg_B2,510680.0,512406.0
1840,s,cta0018.seg_B2,512406.0,514886.0
1841,k',cta0018.seg_B2,514886.0,518382.0
1842,i4,cta0018.seg_B2,518382.0,520840.0
1843,h,cta0018.seg_B2,520840.0,523692.0
1844,t',cta0018.seg_B2,523692.0,528328.0
1845,e0,cta0018.seg_B2,528328.0,532290.0
1846,k,cta0018.seg_B2,532290.0,535520.0
1847,s,cta0018.seg_B2,535520.0,537806.0
1848,t,cta0018.seg_B2,537806.0,541040.0
1849,a4,cta0018.seg_B2,541040.0,542122.0
1850,f,cta0018.seg_B2,542122.0,549426.0
1851,i1,cta0018.seg_B2,564698.0,568778.0
1852,k,cta0018.seg_B2,568778.0,572990.0
1853,a0,cta0018.seg_B2,572990.0,576658.0
1854,g,cta0018.seg_B2,576658.0,578664.0
1855,g,cta0018.seg_B2,578664.0,581526.0
1856,a2,cta0018.seg_B2,581526.0,583458.0
1857,v,cta0018.seg_B2,583458.0,585934.0
1858,a1,cta0018.seg_B2,585934.0,589860.0
1859,r',cta0018.seg_B2,589860.0,592332.0
1860,i0,cta0018.seg_B2,592332.0,596454.0
1861,l',cta0018.seg_B2,596454.0,599158.0
1862,i4,cta0018.seg_B2,599158.0,603572.0
1863,b,cta0018.seg_B2,616750.0,620242.0
1864,y1,cta0018.seg_B2,620242.0,622464.0
1865,l,cta0018.seg_B2,622464.0,625222.0
1866,a0,cta0018.seg_B2,625222.0,629978.0
1867,a1,cta0018.seg_B2,633642.0,636986.0
1868,t,cta0018.seg_B2,636986.0,642072.0
1869,l',cta0018.seg_B2,642072.0,645472.0
1870,i0,cta0018.seg_B2,645472.0,648124.0
1871,ch,cta0018.seg_B2,648124.0,654518.0
1872,n,cta0018.seg_B2,654518.0,655406.0
1873,a4,cta0018.seg_B2,655406.0,657492.0
1874,j,cta0018.seg_B2,657492.0,658254.0
1875,p',cta0018.seg_B2,658254.0,662372.0
1876,i1,cta0018.seg_B2,662372.0,663352.0
1877,r',cta0018.seg_B2,663352.0,665206.0
1878,i1,cta0018.seg_B2,665206.0,668146.0
1879,v,cta0018.seg_B2,668146.0,672330.0
1880,o0,cta0018.seg_B2,672330.0,675646.0
1881,ch,cta0018.seg_B2,675646.0,681576.0
1882,i4,cta0018.seg_B2,681576.0,683410.0
1883,c,cta0018.seg_B2,683410.0,690204.0
1884,y4,cta0018.seg_B2,690204.0,693518.0
1885,j,cta0018.seg_B2,693518.0,696918.0
1886,d,cta0018.seg_B2,709194.0,712958.0
1887,a0,cta0018.seg_B2,712958.0,717346.0
1888,zh,cta0018.seg_B2,717346.0,720560.0
1889,y4,cta0018.seg_B2,720560.0,722460.0
1890,u1,cta0018.seg_B2,722460.0,725572.0
1891,ch,cta0018.seg_B2,725572.0,731752.0
1892,a0,cta0018.seg_B2,731752.0,737038.0
1893,s,cta0018.seg_B2,737038.0,739320.0
1894,t,cta0018.seg_B2,739320.0,742442.0
1895,v,cta0018.seg_B2,742442.0,744038.0
1896,a4,cta0018.seg_B2,744038.0,745162.0
1897,v,cta0018.seg_B2,745162.0,747878.0
1898,a4,cta0018.seg_B2,747878.0,749448.0
1899,l,cta0018.seg_B2,749448.0,751518.0
1900,a4,cta0018.seg_B2,751518.0,753490.0
1901,f,cta0018.seg_B2,753490.0,756006.0
1902,s,cta0018.seg_B2,756006.0,759604.0
1903,a2,cta0018.seg_B2,759604.0,761754.0
1904,s,cta0018.seg_B2,761754.0,764004.0
1905,t,cta0018.seg_B2,764004.0,767648.0
1906,a1,cta0018.seg_B2,767648.0,770828.0
1907,v,cta0018.seg_B2,770828.0,772978.0
1908,l',cta0018.seg_B2,772978.0,774980.0
1909,e0,cta0018.seg_B2,774980.0,779198.0
