id,items_,filename,from_,to_
169,11,cta0038.seg_R2,110134.0,157394.0
170,01a,cta0038.seg_R2,157394.0,231740.0
171,01a,cta0039.seg_R2,0.0,74618.0
172,02,cta0040.seg_R2,0.0,77806.0
173,02b,cta0040.seg_R2,77806.0,134496.0
174,02b,cta0040.seg_R2,144246.0,201002.0
175,02b,cta0040.seg_R2,212024.0,248402.0
176,02b,cta0040.seg_R2,255806.0,297418.0
177,12,cta0040.seg_R2,320474.0,378534.0
178,02,cta0041.seg_R2,0.0,92610.0
179,02,cta0042.seg_R2,0.0,27944.0
180,13,cta0042.seg_R2,50472.0,143552.0
181,01b,cta0042.seg_R2,157598.0,186938.0
182,12,cta0043.seg_R2,0.0,45136.0
183,02,cta0043.seg_R2,48552.0,121470.0
184,10,cta0044.seg_R2,0.0,61242.0
185,10,cta0044.seg_R2,92236.0,180032.0
186,01a,cta0044.seg_R2,203250.0,278520.0
187,02,cta0045.seg_R2,0.0,33352.0
188,11,cta0045.seg_R2,53004.0,133662.0
189,02,cta0045.seg_R2,145128.0,249402.0
190,11,cta0046.seg_R2,0.0,61780.0
191,11,cta0046.seg_R2,61780.0,118358.0
192,02,cta0046.seg_R2,130994.0,146958.0
193,02,cta0046.seg_R2,146958.0,180466.0
194,02,cta0046.seg_R2,180466.0,225656.0
195,02,cta0046.seg_R2,253288.0,341574.0
196,11b,cta0046.seg_R2,369792.0,407590.0
197,11b,cta0046.seg_R2,407590.0,451750.0
198,02,cta0046.seg_R2,465252.0,630204.0
199,01,cta0046.seg_R2,652844.0,730224.0
200,13,cta0047.seg_R2,0.0,53924.0
201,02,cta0047.seg_R2,53924.0,100798.0
202,10,cta0047.seg_R2,141320.0,204090.0
203,13,cta0047.seg_R2,213630.0,296736.0
204,02,cta0047.seg_R2,296736.0,332754.0
205,02,cta0048.seg_R2,0.0,120922.0
206,02,cta0049.seg_R2,0.0,25718.0
207,02,cta0049.seg_R2,25718.0,91276.0
208,12,cta0050.seg_R2,0.0,114274.0
209,01a,cta0050.seg_R2,125816.0,213826.0
210,11,cta0051.seg_R2,0.0,29368.0
211,10,cta0051.seg_R2,29368.0,75076.0
212,10,cta0051.seg_R2,85886.0,122128.0
213,01a,cta0051.seg_R2,138574.0,198172.0
214,01a,cta0052.seg_R2,0.0,35218.0
215,11b,cta0053.seg_R2,0.0,45076.0
216,05,cta0054.seg_R2,0.0,66006.0
217,05,cta0054.seg_R2,77506.0,130632.0
218,11,cta0055.seg_R2,0.0,56056.0
219,02,cta0055.seg_R2,56056.0,95898.0
220,02,cta0055.seg_R2,95898.0,180284.0
221,11,cta0055.seg_R2,213268.0,246180.0
222,02,cta0055.seg_R2,258762.0,304584.0
223,02,cta0055.seg_R2,313152.0,342212.0
224,02,cta0055.seg_R2,357468.0,432172.0
225,04a,cta0056.seg_R2,0.0,20336.0
226,01b,cta0056.seg_R2,20336.0,59886.0
227,04b,cta0057.seg_R2,0.0,37488.0
228,09,cta0057.seg_R2,42162.0,105694.0
229,12a,cta0057.seg_R2,115880.0,133116.0
230,11,cta0058.seg_R2,0.0,25146.0
231,11b,cta0058.seg_R2,25146.0,74040.0
232,10,cta0058.seg_R2,74040.0,155184.0
233,12,cta0058.seg_R2,213916.0,247428.0
234,02,cta0058.seg_R2,254960.0,323778.0
235,07,cta0058.seg_R2,323778.0,350564.0
236,02,cta0059.seg_R2,0.0,48986.0
237,12,cta0060.seg_R2,0.0,32380.0
238,02,cta0060.seg_R2,53138.0,109244.0
239,13,cta0060.seg_R2,129668.0,176156.0
240,01a,cta0060.seg_R2,176156.0,212264.0
241,04a,cta0061.seg_R2,0.0,21572.0
242,04a,cta0061.seg_R2,21572.0,51662.0
243,02b,cta0061.seg_R2,70264.0,126878.0
244,10,cta0061.seg_R2,135214.0,189474.0
245,10,cta0061.seg_R2,201494.0,238440.0
246,01b,cta0061.seg_R2,249404.0,286520.0
247,04b,cta0062.seg_R2,0.0,22150.0
248,01a,cta0063.seg_R2,0.0,49442.0
249,11b,cta0064.seg_R2,0.0,29656.0
250,01a,cta0064.seg_R2,29656.0,107992.0
251,02,cta0065.seg_R2,0.0,27298.0
252,02,cta0065.seg_R2,47976.0,141506.0
253,12,cta0066.seg_R2,0.0,75946.0
254,01,cta0066.seg_R2,89338.0,160346.0
255,02,cta0067.seg_R2,0.0,86442.0
256,09,cta0067.seg_R2,86442.0,133904.0
257,10,cta0068.seg_R2,0.0,36246.0
258,04b,cta0068.seg_R2,55784.0,100678.0
259,11b,cta0069.seg_R2,0.0,71078.0
260,07a,cta0069.seg_R2,76866.0,104056.0
261,04b,cta0070.seg_R2,0.0,33786.0
262,09,cta0070.seg_R2,42968.0,111500.0
263,13,cta0071.seg_R2,0.0,54642.0
264,01a,cta0071.seg_R2,54642.0,157780.0
265,11b,cta0072.seg_R2,0.0,60124.0
266,11,cta0072.seg_R2,60124.0,134332.0
267,10,cta0072.seg_R2,149014.0,229236.0
268,12,cta0072.seg_R2,240358.0,293994.0
269,02,cta0072.seg_R2,293994.0,359138.0
270,13,cta0072.seg_R2,371418.0,400712.0
271,10,cta0072.seg_R2,400712.0,530194.0
272,10,cta0072.seg_R2,540308.0,599996.0
273,13,cta0072.seg_R2,643768.0,720394.0
274,13,cta0072.seg_R2,727974.0,774746.0
275,10,cta0072.seg_R2,778794.0,836720.0
276,11,cta0072.seg_R2,863190.0,909530.0
277,12,cta0072.seg_R2,916420.0,975226.0
278,10,cta0072.seg_R2,975226.0,1068394.0
279,12,cta0072.seg_R2,1100018.0,1144764.0
280,02,cta0072.seg_R2,1144764.0,1220254.0
281,13,cta0072.seg_R2,1238462.0,1300488.0
282,12,cta0072.seg_R2,1314724.0,1374086.0
283,10,cta0072.seg_R2,1378586.0,1421270.0
284,10,cta0072.seg_R2,1448602.0,1536306.0
285,11b,cta0072.seg_R2,1550468.0,1607962.0
286,02,cta0072.seg_R2,1622266.0,1692914.0
287,13,cta0072.seg_R2,1721344.0,1847282.0
288,12a,cta0072.seg_R2,1862894.0,1972998.0
289,13,cta0072.seg_R2,1983800.0,2014918.0
290,01a,cta0072.seg_R2,2014918.0,2073982.0
291,12,cta0073.seg_R2,0.0,137298.0
292,10,cta0073.seg_R2,156014.0,245822.0
293,02,cta0073.seg_R2,279284.0,392304.0
294,02,cta0073.seg_R2,412524.0,457070.0
295,04a,cta0073.seg_R2,457070.0,476500.0
296,11b,cta0073.seg_R2,497974.0,570148.0
297,01a,cta0074.seg_R2,0.0,52852.0
298,05,cta0075.seg_R2,0.0,47336.0
299,03,cta0076.seg_R2,0.0,22122.0
300,11,cta0077.seg_R2,0.0,52358.0
301,02,cta0077.seg_R2,52358.0,109444.0
302,05,cta0078.seg_R2,0.0,83158.0
303,02,cta0079.seg_R2,0.0,64444.0
304,12,cta0079.seg_R2,104836.0,135952.0
305,01a,cta0079.seg_R2,135952.0,237174.0
306,02,cta0080.seg_R2,0.0,26308.0
307,01b,cta0080.seg_R2,26308.0,119002.0
308,01b,cta0081.seg_R2,0.0,81394.0
309,13,cta0082.seg_R2,0.0,16684.0
310,02,cta0082.seg_R2,54418.0,108802.0
311,05,cta0083.seg_R2,0.0,40982.0
312,11b,cta0084.seg_R2,0.0,36004.0
313,02,cta0084.seg_R2,36004.0,99076.0
314,02,cta0084.seg_R2,99076.0,129224.0
315,07a,cta0084.seg_R2,135344.0,167554.0
316,11,cta0085.seg_R2,0.0,53992.0
317,04b,cta0086.seg_R2,0.0,37896.0
318,11b,cta0087.seg_R2,0.0,52452.0
319,11,cta0087.seg_R2,52452.0,105870.0
320,04b,cta0088.seg_R2,0.0,22016.0
321,01,cta0089.seg_R2,0.0,48980.0
322,01b,cta0090.seg_R2,0.0,45868.0
323,10,cta0091.seg_R2,0.0,14976.0
324,01a,cta0091.seg_R2,26174.0,66162.0
325,11,cta0092.seg_R2,0.0,32708.0
326,01a,cta0092.seg_R2,32708.0,75396.0
327,13,cta0093.seg_R2,0.0,38328.0
328,10,cta0093.seg_R2,38328.0,108500.0
329,13,cta0093.seg_R2,118224.0,165380.0
330,01a,cta0093.seg_R2,165380.0,219492.0
331,13,cta0094.seg_R2,0.0,149132.0
332,13,cta0094.seg_R2,167448.0,288386.0
333,12,cta0094.seg_R2,311700.0,362868.0
334,10,cta0094.seg_R2,368480.0,425484.0
335,10,cta0094.seg_R2,438510.0,472746.0
336,01a,cta0094.seg_R2,487500.0,560872.0
337,12,cta0095.seg_R2,0.0,42182.0
338,13,cta0095.seg_R2,42182.0,101298.0
339,02,cta0095.seg_R2,101298.0,176638.0
340,11,cta0095.seg_R2,186256.0,229898.0
341,13,cta0095.seg_R2,229898.0,271940.0
342,12,cta0095.seg_R2,290706.0,327184.0
343,10,cta0096.seg_R2,0.0,63808.0
344,12,cta0096.seg_R2,86662.0,154522.0
345,10,cta0096.seg_R2,165680.0,279730.0
346,13,cta0096.seg_R2,294274.0,339318.0
347,02,cta0096.seg_R2,339318.0,400526.0
348,10,cta0096.seg_R2,428596.0,473588.0
349,11,cta0096.seg_R2,485890.0,530626.0
350,02,cta0096.seg_R2,543006.0,616524.0
351,02,cta0096.seg_R2,640604.0,706892.0
352,01a,cta0096.seg_R2,729246.0,795482.0
353,11,cta0097.seg_R2,0.0,44650.0
354,10,cta0097.seg_R2,58796.0,101774.0
355,02,cta0097.seg_R2,112186.0,153044.0
356,12,cta0097.seg_R2,175788.0,222518.0
357,10,cta0097.seg_R2,222518.0,273818.0
358,12,cta0097.seg_R2,273818.0,376494.0
359,10,cta0097.seg_R2,393128.0,466048.0
360,12,cta0097.seg_R2,492172.0,534540.0
361,10,cta0097.seg_R2,549464.0,611860.0
362,01,cta0097.seg_R2,630036.0,760382.0
363,11,cta0098.seg_R2,0.0,106976.0
364,12,cta0098.seg_R2,122454.0,212142.0
365,12,cta0098.seg_R2,229904.0,354744.0
366,12,cta0098.seg_R2,383968.0,526540.0
367,10,cta0098.seg_R2,526540.0,606826.0
368,02,cta0098.seg_R2,628240.0,669840.0
369,12,cta0098.seg_R2,681466.0,728216.0
370,10,cta0098.seg_R2,733130.0,755680.0
371,12a,cta0098.seg_R2,797302.0,840806.0
372,10,cta0098.seg_R2,840806.0,902614.0
373,04a,cta0098.seg_R2,921974.0,949170.0
374,04a,cta0099.seg_R2,0.0,32866.0
375,12,cta0100.seg_R2,0.0,72156.0
376,01a,cta0100.seg_R2,77546.0,164658.0
