id,items_,filename,from_,to_
3884,s,cta0046.seg_B1,603008.0,605698.0
3885,t,cta0046.seg_B1,605698.0,609096.0
3886,v,cta0046.seg_B1,609096.0,611452.0
3887,a4,cta0046.seg_B1,611452.0,613308.0
3888,l',cta0046.seg_B1,613308.0,617118.0
3889,e0,cta0046.seg_B1,617118.0,621834.0
3890,n,cta0046.seg_B1,621834.0,625176.0
3891,y4,cta0046.seg_B1,625176.0,630204.0
3892,u1,cta0046.seg_B1,652844.0,658346.0
3893,m',cta0046.seg_B1,658346.0,663384.0
3894,e0,cta0046.seg_B1,663384.0,669294.0
3895,n',cta0046.seg_B1,669294.0,673306.0
3896,i4,cta0046.seg_B1,673306.0,675378.0
3897,e4,cta0046.seg_B1,675378.0,677820.0
3898,d,cta0046.seg_B1,677820.0,681976.0
3899,y1,cta0046.seg_B1,681976.0,683874.0
3900,b',cta0046.seg_B1,683874.0,687096.0
3901,u1,cta0046.seg_B1,687096.0,689906.0
3902,v,cta0046.seg_B1,689906.0,693296.0
3903,a0,cta0046.seg_B1,693296.0,697976.0
3904,c,cta0046.seg_B1,697976.0,703942.0
3905,y4,cta0046.seg_B1,703942.0,705826.0
3906,s,cta0046.seg_B1,705826.0,710316.0
3907,v,cta0046.seg_B1,710316.0,713712.0
3908,y1,cta0046.seg_B1,713712.0,716760.0
3909,i1,cta0046.seg_B1,716760.0,719850.0
3910,v,cta0046.seg_B1,719850.0,724776.0
3911,o0,cta0046.seg_B1,724776.0,730224.0
3912,o0,cta0047.seg_B1,0.0,6572.0
3913,n,cta0047.seg_B1,6572.0,9020.0
3914,z,cta0047.seg_B1,9020.0,12024.0
3915,y1,cta0047.seg_B1,12024.0,14590.0
3916,c,cta0047.seg_B1,14590.0,19556.0
3917,y1,cta0047.seg_B1,19556.0,21240.0
3918,p',cta0047.seg_B1,21240.0,25102.0
3919,i0,cta0047.seg_B1,25102.0,27914.0
3920,l,cta0047.seg_B1,27914.0,30698.0
3921,s',cta0047.seg_B1,30698.0,35548.0
3922,e4,cta0047.seg_B1,35548.0,38636.0
3923,z,cta0047.seg_B1,38636.0,42094.0
3924,a1,cta0047.seg_B1,42094.0,45988.0
3925,t,cta0047.seg_B1,45988.0,50400.0
3926,o0,cta0047.seg_B1,50400.0,53924.0
3927,sh,cta0047.seg_B1,53924.0,57898.0
3928,t,cta0047.seg_B1,57898.0,61060.0
3929,o0,cta0047.seg_B1,61060.0,63680.0
3930,b,cta0047.seg_B1,63680.0,67240.0
3931,y0,cta0047.seg_B1,67240.0,71020.0
3932,l,cta0047.seg_B1,71020.0,73014.0
3933,a4,cta0047.seg_B1,73014.0,75318.0
3934,v,cta0047.seg_B1,75318.0,78934.0
3935,b,cta0047.seg_B1,78934.0,81990.0
3936,l',cta0047.seg_B1,81990.0,84694.0
3937,i1,cta0047.seg_B1,84694.0,87688.0
3938,z',cta0047.seg_B1,87688.0,94070.0
3939,i0,cta0047.seg_B1,94070.0,100798.0
3940,z,cta0047.seg_B1,141320.0,147738.0
3941,a1,cta0047.seg_B1,147738.0,151886.0
3942,ch,cta0047.seg_B1,151886.0,159540.0
3943,e0,cta0047.seg_B1,159540.0,162750.0
3944,m,cta0047.seg_B1,162750.0,166138.0
3945,n,cta0047.seg_B1,166138.0,169492.0
3946,u0,cta0047.seg_B1,169492.0,173050.0
3947,zh,cta0047.seg_B1,173050.0,176564.0
3948,y4,cta0047.seg_B1,176564.0,178156.0
3949,n,cta0047.seg_B1,178156.0,181270.0
3950,m,cta0047.seg_B1,181270.0,185488.0
3951,a0,cta0047.seg_B1,185488.0,190020.0
3952,k,cta0047.seg_B1,190020.0,193856.0
3953,l',cta0047.seg_B1,193856.0,197060.0
3954,e4,cta0047.seg_B1,197060.0,199460.0
3955,r,cta0047.seg_B1,199460.0,204090.0
3956,j,cta0047.seg_B1,213630.0,217284.0
3957,e0,cta0047.seg_B1,217284.0,220072.0
3958,s,cta0047.seg_B1,220072.0,224630.0
3959,l',cta0047.seg_B1,224630.0,226022.0
3960,i4,cta0047.seg_B1,226022.0,227922.0
3961,k,cta0047.seg_B1,227922.0,231932.0
3962,v,cta0047.seg_B1,231932.0,233724.0
3963,a1,cta0047.seg_B1,233724.0,236470.0
3964,r,cta0047.seg_B1,236470.0,238948.0
3965,t',cta0047.seg_B1,238948.0,244588.0
3966,i0,cta0047.seg_B1,244588.0,247602.0
3967,r,cta0047.seg_B1,247602.0,249050.0
3968,a4,cta0047.seg_B1,249050.0,251428.0
3969,n,cta0047.seg_B1,251428.0,254708.0
3970,a1,cta0047.seg_B1,254708.0,257362.0
3971,m,cta0047.seg_B1,257362.0,260632.0
3972,a0,cta0047.seg_B1,260632.0,264288.0
3973,l,cta0047.seg_B1,264288.0,266030.0
3974,y4,cta0047.seg_B1,266030.0,269348.0
3975,g,cta0047.seg_B1,269348.0,272862.0
3976,r,cta0047.seg_B1,272862.0,274482.0
3977,u1,cta0047.seg_B1,274482.0,277532.0
3978,z',cta0047.seg_B1,277532.0,281938.0
3979,i0,cta0047.seg_B1,281938.0,284606.0
3980,n,cta0047.seg_B1,284606.0,286812.0
3981,s,cta0047.seg_B1,286812.0,289176.0
3982,k,cta0047.seg_B1,289176.0,293432.0
3983,y4,cta0047.seg_B1,293432.0,296736.0
3984,u1,cta0047.seg_B1,296736.0,299962.0
3985,zh,cta0047.seg_B1,299962.0,303728.0
3986,e0,cta0047.seg_B1,303728.0,306890.0
3987,n,cta0047.seg_B1,306890.0,310804.0
3988,a0,cta0047.seg_B1,310804.0,315284.0
3989,j,cta0047.seg_B1,315284.0,317910.0
3990,d',cta0047.seg_B1,317910.0,321122.0
3991,i4,cta0047.seg_B1,321122.0,323646.0
3992,n,cta0047.seg_B1,323646.0,326656.0
3993,a4,cta0047.seg_B1,326656.0,332754.0
3994,m,cta0048.seg_B1,0.0,4364.0
3995,a0,cta0048.seg_B1,4364.0,8430.0
3996,k,cta0048.seg_B1,8430.0,13166.0
3997,l',cta0048.seg_B1,13166.0,15932.0
3998,e4,cta0048.seg_B1,15932.0,18944.0
3999,r,cta0048.seg_B1,18944.0,22246.0
4000,n,cta0048.seg_B1,22246.0,25374.0
4001,u0,cta0048.seg_B1,25374.0,30086.0
4002,zh,cta0048.seg_B1,30086.0,33174.0
4003,y4,cta0048.seg_B1,33174.0,35826.0
4004,n,cta0048.seg_B1,35826.0,37810.0
4005,j,cta0048.seg_B1,37810.0,40892.0
4006,e0,cta0048.seg_B1,40892.0,43624.0
4007,s,cta0048.seg_B1,43624.0,47680.0
4008,l',cta0048.seg_B1,47680.0,49246.0
4009,i4,cta0048.seg_B1,49246.0,50454.0
4010,p,cta0048.seg_B1,50454.0,53958.0
4011,r',cta0048.seg_B1,53958.0,55162.0
4012,e1,cta0048.seg_B1,55162.0,57510.0
4013,d',cta0048.seg_B1,57510.0,60440.0
4014,o0,cta0048.seg_B1,60440.0,64904.0
4015,c,cta0048.seg_B1,64904.0,70642.0
4016,y4,cta0048.seg_B1,70642.0,72654.0
4017,m',cta0048.seg_B1,72654.0,75782.0
4018,i1,cta0048.seg_B1,75782.0,77920.0
4019,n',cta0048.seg_B1,77920.0,81198.0
4020,e0,cta0048.seg_B1,81198.0,84644.0
4021,t',cta0048.seg_B1,84644.0,88402.0
4022,i0,cta0048.seg_B1,88402.0,90728.0
4023,h,cta0048.seg_B1,90728.0,92066.0
4024,k,cta0048.seg_B1,92066.0,97854.0
4025,o0,cta0048.seg_B1,97854.0,102134.0
4026,m,cta0048.seg_B1,102134.0,104498.0
4027,n,cta0048.seg_B1,104498.0,107714.0
4028,a4,cta0048.seg_B1,107714.0,109974.0
4029,t,cta0048.seg_B1,109974.0,114732.0
4030,u4,cta0048.seg_B1,114732.0,120922.0
4031,i1,cta0049.seg_B1,0.0,4640.0
4032,v,cta0049.seg_B1,4640.0,7434.0
4033,a1,cta0049.seg_B1,7434.0,11124.0
4034,p,cta0049.seg_B1,11124.0,13700.0
4035,sc,cta0049.seg_B1,13700.0,20284.0
4036,e0,cta0049.seg_B1,20284.0,25718.0
4037,sh,cta0049.seg_B1,25718.0,28454.0
4038,t,cta0049.seg_B1,28454.0,31188.0
4039,o0,cta0049.seg_B1,31188.0,32848.0
4040,p,cta0049.seg_B1,32848.0,35868.0
4041,u1,cta0049.seg_B1,35868.0,38118.0
4042,s,cta0049.seg_B1,38118.0,41232.0
4043,k,cta0049.seg_B1,41232.0,45600.0
4044,o0,cta0049.seg_B1,45600.0,48786.0
4045,r',cta0049.seg_B1,48786.0,50748.0
4046,i4,cta0049.seg_B1,50748.0,53530.0
4047,t',cta0049.seg_B1,53530.0,58568.0
4048,v',cta0049.seg_B1,58568.0,60492.0
4049,e0,cta0049.seg_B1,60492.0,63538.0
4050,s',cta0049.seg_B1,63538.0,66012.0
4051,p,cta0049.seg_B1,66012.0,70632.0
4052,r,cta0049.seg_B1,70632.0,71624.0
4053,a1,cta0049.seg_B1,71624.0,74540.0
4054,c,cta0049.seg_B1,74540.0,80812.0
4055,e0,cta0049.seg_B1,80812.0,84694.0
4056,s,cta0049.seg_B1,84694.0,88044.0
4057,s,cta0049.seg_B1,88044.0,91276.0
4058,a1,cta0050.seg_B1,0.0,5664.0
4059,n,cta0050.seg_B1,5664.0,9398.0
4060,a0,cta0050.seg_B1,9398.0,14012.0
4061,n',cta0050.seg_B1,14012.0,17612.0
4062,i1,cta0050.seg_B1,17612.0,19700.0
4063,z,cta0050.seg_B1,19700.0,23412.0
4064,a1,cta0050.seg_B1,23412.0,26778.0
4065,p,cta0050.seg_B1,26778.0,31286.0
4066,l,cta0050.seg_B1,31286.0,33496.0
4067,a0,cta0050.seg_B1,33496.0,38166.0
4068,t',cta0050.seg_B1,38166.0,41684.0
4069,i4,cta0050.seg_B1,41684.0,43220.0
4070,t,cta0050.seg_B1,43220.0,45904.0
4071,j,cta0050.seg_B1,45904.0,49780.0
4072,e1,cta0050.seg_B1,49780.0,51256.0
4073,m,cta0050.seg_B1,51256.0,55194.0
4074,u0,cta0050.seg_B1,55194.0,57450.0
4075,n',cta0050.seg_B1,57450.0,60092.0
4076,i1,cta0050.seg_B1,60092.0,62332.0
4077,k,cta0050.seg_B1,62332.0,66224.0
4078,a1,cta0050.seg_B1,66224.0,69048.0
4079,p',cta0050.seg_B1,69048.0,73168.0
4080,e0,cta0050.seg_B1,73168.0,76856.0
4081,j,cta0050.seg_B1,76856.0,78816.0
4082,k',cta0050.seg_B1,78816.0,83414.0
4083,i4,cta0050.seg_B1,83414.0,85016.0
4084,d,cta0050.seg_B1,85016.0,87740.0
4085,a1,cta0050.seg_B1,87740.0,90754.0
4086,t',cta0050.seg_B1,90754.0,95186.0
4087,e0,cta0050.seg_B1,95186.0,97770.0
4088,h,cta0050.seg_B1,97770.0,101064.0
4089,p,cta0050.seg_B1,101064.0,106076.0
4090,o0,cta0050.seg_B1,106076.0,110852.0
4091,r,cta0050.seg_B1,110852.0,114274.0
4092,p,cta0050.seg_B1,125816.0,128696.0
4093,a1,cta0050.seg_B1,128696.0,132712.0
4094,k,cta0050.seg_B1,132712.0,138308.0
4095,a0,cta0050.seg_B1,138308.0,142552.0
4096,n',cta0050.seg_B1,142552.0,145790.0
4097,i1,cta0050.seg_B1,145790.0,148086.0
4098,p,cta0050.seg_B1,148086.0,150758.0
4099,a1,cta0050.seg_B1,150758.0,154518.0
4100,l,cta0050.seg_B1,154518.0,157528.0
4101,u0,cta0050.seg_B1,157528.0,161440.0
4102,ch,cta0050.seg_B1,161440.0,165252.0
4103,i4,cta0050.seg_B1,165252.0,167544.0
4104,t,cta0050.seg_B1,167544.0,172044.0
4105,o0,cta0050.seg_B1,172044.0,176636.0
4106,r,cta0050.seg_B1,176636.0,178740.0
4107,d',cta0050.seg_B1,178740.0,183032.0
4108,e4,cta0050.seg_B1,183032.0,185460.0
4109,r,cta0050.seg_B1,185460.0,188148.0
4110,n,cta0050.seg_B1,188148.0,191698.0
4111,a0,cta0050.seg_B1,191698.0,196772.0
4112,r,cta0050.seg_B1,196772.0,198970.0
4113,u4,cta0050.seg_B1,198970.0,201246.0
4114,k',cta0050.seg_B1,201246.0,206724.0
4115,i4,cta0050.seg_B1,206724.0,213826.0
4116,s,cta0051.seg_B1,0.0,5054.0
4117,t,cta0051.seg_B1,5054.0,8634.0
4118,o0,cta0051.seg_B1,8634.0,13028.0
4119,i4,cta0051.seg_B1,13028.0,16060.0
4120,t,cta0051.seg_B1,16060.0,19808.0
4121,e0,cta0051.seg_B1,19808.0,23344.0
4122,t,cta0051.seg_B1,23344.0,26620.0
4123,e4,cta0051.seg_B1,26620.0,29368.0
4124,n',cta0051.seg_B1,29368.0,31216.0
4125,i1,cta0051.seg_B1,31216.0,34000.0
4126,t,cta0051.seg_B1,34000.0,37316.0
4127,a0,cta0051.seg_B1,37316.0,40768.0
4128,k,cta0051.seg_B1,40768.0,44404.0
4129,u4,cta0051.seg_B1,44404.0,47022.0
4130,zh,cta0051.seg_B1,47022.0,51242.0
4131,d,cta0051.seg_B1,51242.0,54886.0
4132,o0,cta0051.seg_B1,54886.0,60104.0
4133,r,cta0051.seg_B1,60104.0,61722.0
4134,a4,cta0051.seg_B1,61722.0,63986.0
4135,g,cta0051.seg_B1,63986.0,67906.0
4136,a4,cta0051.seg_B1,67906.0,75076.0
4137,r,cta0051.seg_B1,85886.0,90656.0
4138,u1,cta0051.seg_B1,90656.0,92558.0
4139,b,cta0051.seg_B1,92558.0,95808.0
4140,l',cta0051.seg_B1,95808.0,98254.0
4141,e0,cta0051.seg_B1,98254.0,99978.0
4142,j,cta0051.seg_B1,99978.0,102348.0
4143,s,cta0051.seg_B1,102348.0,108752.0
4144,t,cta0051.seg_B1,108752.0,112918.0
4145,o0,cta0051.seg_B1,112918.0,122128.0
4146,m,cta0051.seg_B1,138574.0,143104.0
4147,a0,cta0051.seg_B1,143104.0,147738.0
4148,k,cta0051.seg_B1,147738.0,150788.0
4149,s',cta0051.seg_B1,150788.0,154032.0
4150,u4,cta0051.seg_B1,154032.0,155402.0
4151,m,cta0051.seg_B1,155402.0,157610.0
4152,u4,cta0051.seg_B1,157610.0,158068.0
4153,m,cta0051.seg_B1,158068.0,161776.0
4154,p,cta0051.seg_B1,161776.0,165498.0
4155,y1,cta0051.seg_B1,165498.0,167902.0
4156,l,cta0051.seg_B1,167902.0,170226.0
4157,t,cta0051.seg_B1,170226.0,174178.0
4158,a1,cta0051.seg_B1,174178.0,177832.0
4159,r,cta0051.seg_B1,177832.0,179524.0
4160,a0,cta0051.seg_B1,179524.0,185430.0
4161,s,cta0051.seg_B1,185430.0,189478.0
4162,t,cta0051.seg_B1,189478.0,193274.0
4163,a4,cta0051.seg_B1,193274.0,198172.0
4164,t,cta0052.seg_B1,0.0,2424.0
4165,a0,cta0052.seg_B1,2424.0,7904.0
4166,k,cta0052.seg_B1,7904.0,11900.0
4167,y1,cta0052.seg_B1,11900.0,15318.0
4168,j,cta0052.seg_B1,15318.0,19072.0
4169,e0,cta0052.seg_B1,19072.0,25354.0
4170,s',cta0052.seg_B1,25354.0,29886.0
4171,t',cta0052.seg_B1,29886.0,35218.0
4172,j,cta0053.seg_B1,0.0,5592.0
4173,i1,cta0053.seg_B1,5592.0,8292.0
4174,v,cta0053.seg_B1,8292.0,11608.0
4175,o0,cta0053.seg_B1,11608.0,16108.0
4176,m,cta0053.seg_B1,16108.0,20074.0
4177,r,cta0053.seg_B1,20074.0,21698.0
4178,a0,cta0053.seg_B1,21698.0,26184.0
4179,ch,cta0053.seg_B1,26184.0,32400.0
4180,n,cta0053.seg_B1,32400.0,34762.0
4181,e4,cta0053.seg_B1,34762.0,37294.0
4182,s',cta0053.seg_B1,37294.0,39776.0
4183,t',cta0053.seg_B1,39776.0,45076.0
4184,a1,cta0053.seg_B1,48980.0,53654.0
4185,n,cta0053.seg_B1,53654.0,55896.0
4186,a0,cta0053.seg_B1,55896.0,58406.0
4187,r,cta0053.seg_B1,58406.0,59646.0
4188,e1,cta0053.seg_B1,59646.0,62412.0
4189,s,cta0053.seg_B1,62412.0,65444.0
4190,c,cta0053.seg_B1,65444.0,69748.0
4191,y1,cta0053.seg_B1,69748.0,71414.0
4192,n',cta0053.seg_B1,71414.0,75138.0
4193,i0,cta0053.seg_B1,75138.0,77910.0
4194,l,cta0053.seg_B1,77910.0,79962.0
4195,o4,cta0053.seg_B1,79962.0,82588.0
4196,p,cta0053.seg_B1,82588.0,86408.0
4197,a1,cta0053.seg_B1,86408.0,89840.0
4198,s,cta0053.seg_B1,89840.0,94880.0
4199,v,cta0053.seg_B1,94880.0,98074.0
4200,o0,cta0053.seg_B1,98074.0,102812.0
4201,e4,cta0053.seg_B1,102812.0,105746.0
4202,m,cta0053.seg_B1,105746.0,109174.0
4203,o4,cta0053.seg_B1,109174.0,113392.0
4204,k,cta0054.seg_B1,0.0,3142.0
4205,a1,cta0054.seg_B1,3142.0,6336.0
4206,k,cta0054.seg_B1,6336.0,11906.0
4207,a0,cta0054.seg_B1,11906.0,16964.0
4208,e4,cta0054.seg_B1,16964.0,21986.0
4209,t,cta0054.seg_B1,21986.0,27316.0
4210,o0,cta0054.seg_B1,27316.0,31800.0
4211,n,cta0054.seg_B1,31800.0,34304.0
4212,k,cta0054.seg_B1,34304.0,38598.0
4213,a4,cta0054.seg_B1,38598.0,41442.0
4214,e4,cta0054.seg_B1,41442.0,43674.0
4215,d,cta0054.seg_B1,43674.0,46694.0
4216,u1,cta0054.seg_B1,46694.0,49152.0
4217,sh,cta0054.seg_B1,49152.0,55848.0
4218,a0,cta0054.seg_B1,55848.0,66006.0
4219,k,cta0054.seg_B1,77506.0,82322.0
4220,a1,cta0054.seg_B1,82322.0,85744.0
4221,k,cta0054.seg_B1,85744.0,90164.0
4222,o0,cta0054.seg_B1,90164.0,92684.0
4223,j,cta0054.seg_B1,92684.0,94638.0
4224,p,cta0054.seg_B1,94638.0,99130.0
4225,s',cta0054.seg_B1,99130.0,104870.0
4226,i1,cta0054.seg_B1,104870.0,106976.0
4227,h,cta0054.seg_B1,106976.0,112856.0
4228,o0,cta0054.seg_B1,112856.0,118486.0
4229,l,cta0054.seg_B1,118486.0,121146.0
4230,a4,cta0054.seg_B1,121146.0,123528.0
4231,k,cta0054.seg_B1,123528.0,130632.0
4232,o0,cta0055.seg_B1,0.0,3764.0
4233,n,cta0055.seg_B1,3764.0,6102.0
4234,s,cta0055.seg_B1,6102.0,8870.0
4235,k,cta0055.seg_B1,8870.0,12444.0
4236,a1,cta0055.seg_B1,12444.0,16280.0
4237,z,cta0055.seg_B1,16280.0,19134.0
4238,a0,cta0055.seg_B1,19134.0,22508.0
4239,l,cta0055.seg_B1,22508.0,25236.0
4240,sh,cta0055.seg_B1,25236.0,29360.0
4241,t,cta0055.seg_B1,29360.0,32616.0
4242,o0,cta0055.seg_B1,32616.0,35762.0
4243,l,cta0055.seg_B1,35762.0,38770.0
4244,u0,cta0055.seg_B1,38770.0,41652.0
4245,CH,cta0055.seg_B1,41652.0,45746.0
4246,sh,cta0055.seg_B1,45746.0,48768.0
4247,y4,cta0055.seg_B1,48768.0,49616.0
4248,b,cta0055.seg_B1,49616.0,52864.0
4249,a4,cta0055.seg_B1,52864.0,56056.0
4250,a1,cta0055.seg_B1,56056.0,58778.0
4251,n,cta0055.seg_B1,58778.0,62122.0
4252,a0,cta0055.seg_B1,62122.0,64984.0
4253,p,cta0055.seg_B1,64984.0,69072.0
4254,a2,cta0055.seg_B1,69072.0,71474.0
4255,d,cta0055.seg_B1,71474.0,74014.0
4256,e1,cta0055.seg_B1,74014.0,76736.0
4257,zh,cta0055.seg_B1,76736.0,80058.0
4258,d,cta0055.seg_B1,80058.0,82876.0
4259,a1,cta0055.seg_B1,82876.0,87314.0
4260,l,cta0055.seg_B1,87314.0,90666.0
4261,a0,cta0055.seg_B1,90666.0,95898.0
4262,p,cta0055.seg_B1,95898.0,100464.0
4263,a1,cta0055.seg_B1,100464.0,102814.0
4264,k,cta0055.seg_B1,102814.0,106656.0
4265,a0,cta0055.seg_B1,106656.0,109394.0
4266,o0,cta0055.seg_B1,109394.0,112712.0
4267,n,cta0055.seg_B1,112712.0,114448.0
4268,n,cta0055.seg_B1,114448.0,115864.0
4269,a1,cta0055.seg_B1,115864.0,118770.0
4270,sc,cta0055.seg_B1,118770.0,123086.0
4271,n',cta0055.seg_B1,123086.0,126632.0
4272,o0,cta0055.seg_B1,126632.0,129338.0
4273,t,cta0055.seg_B1,129338.0,131628.0
4274,e0,cta0055.seg_B1,131628.0,133950.0
4275,t,cta0055.seg_B1,133950.0,136624.0
4276,y4,cta0055.seg_B1,136624.0,138092.0
4277,t,cta0055.seg_B1,138092.0,142004.0
4278,r,cta0055.seg_B1,142004.0,143604.0
4279,y1,cta0055.seg_B1,143604.0,145408.0
4280,z,cta0055.seg_B1,145408.0,147984.0
4281,g,cta0055.seg_B1,147984.0,150532.0
4282,a1,cta0055.seg_B1,150532.0,154014.0
4283,v,cta0055.seg_B1,154014.0,156444.0
4284,o0,cta0055.seg_B1,156444.0,159672.0
4285,r,cta0055.seg_B1,159672.0,161336.0
4286,s,cta0055.seg_B1,161336.0,168724.0
4287,a0,cta0055.seg_B1,168724.0,174866.0
4288,m,cta0055.seg_B1,174866.0,180284.0
4289,a1,cta0055.seg_B1,213268.0,217658.0
4290,n',cta0055.seg_B1,217658.0,220436.0
4291,e1,cta0055.seg_B1,220436.0,223500.0
4292,n,cta0055.seg_B1,223500.0,225644.0
4293,a1,cta0055.seg_B1,225644.0,228538.0
4294,sc,cta0055.seg_B1,228538.0,234548.0
4295,n',cta0055.seg_B1,234548.0,237116.0
4296,o0,cta0055.seg_B1,237116.0,240850.0
4297,t,cta0055.seg_B1,240850.0,246180.0
4298,z,cta0055.seg_B1,258762.0,264892.0
4299,n,cta0055.seg_B1,264892.0,266844.0
4300,a0,cta0055.seg_B1,266844.0,269236.0
4301,ch,cta0055.seg_B1,269236.0,273916.0
4302,i4,cta0055.seg_B1,273916.0,275208.0
4303,t,cta0055.seg_B1,275208.0,278846.0
4304,n',cta0055.seg_B1,278846.0,281880.0
4305,i1,cta0055.seg_B1,281880.0,283914.0
4306,n,cta0055.seg_B1,283914.0,287940.0
4307,u0,cta0055.seg_B1,287940.0,291970.0
4308,zh,cta0055.seg_B1,291970.0,296316.0
4309,n,cta0055.seg_B1,296316.0,299078.0
4310,a4,cta0055.seg_B1,299078.0,304584.0
4311,n',cta0055.seg_B1,313152.0,318620.0
4312,i1,cta0055.seg_B1,318620.0,322542.0
4313,l',cta0055.seg_B1,322542.0,325920.0
4314,z',cta0055.seg_B1,325920.0,332290.0
4315,a0,cta0055.seg_B1,332290.0,342212.0
4316,n',cta0055.seg_B1,357468.0,363432.0
4317,e1,cta0055.seg_B1,363432.0,366984.0
4318,a1,cta0055.seg_B1,366984.0,369812.0
4319,b,cta0055.seg_B1,369812.0,374246.0
4320,e0,cta0055.seg_B1,374246.0,378154.0
4321,t,cta0055.seg_B1,378154.0,381238.0
4322,y4,cta0055.seg_B1,381238.0,382570.0
4323,m,cta0055.seg_B1,382570.0,385532.0
4324,s',cta0055.seg_B1,385532.0,389506.0
4325,i1,cta0055.seg_B1,389506.0,390948.0
4326,ch,cta0055.seg_B1,390948.0,395336.0
4327,a0,cta0055.seg_B1,395336.0,399268.0
4328,s,cta0055.seg_B1,399268.0,403338.0
4329,n,cta0055.seg_B1,403338.0,405648.0
4330,a0,cta0055.seg_B1,405648.0,408594.0
4331,d,cta0055.seg_B1,408594.0,411372.0
4332,y4,cta0055.seg_B1,411372.0,412686.0
4333,d,cta0055.seg_B1,412686.0,417092.0
4334,u0,cta0055.seg_B1,417092.0,421124.0
4335,m,cta0055.seg_B1,421124.0,424166.0
4336,y4,cta0055.seg_B1,424166.0,426328.0
4337,t',cta0055.seg_B1,426328.0,432172.0
4338,v',cta0056.seg_B1,0.0,5426.0
4339,i0,cta0056.seg_B1,5426.0,11000.0
4340,t',cta0056.seg_B1,11000.0,16826.0
4341,a4,cta0056.seg_B1,16826.0,20336.0
4342,j,cta0056.seg_B1,20336.0,24828.0
4343,a0,cta0056.seg_B1,24828.0,28026.0
4344,p,cta0056.seg_B1,28026.0,32216.0
4345,y1,cta0056.seg_B1,32216.0,34624.0
4346,n',cta0056.seg_B1,34624.0,37898.0
4347,i1,cta0056.seg_B1,37898.0,39824.0
4348,m,cta0056.seg_B1,39824.0,44634.0
4349,a0,cta0056.seg_B1,44634.0,50518.0
4350,j,cta0056.seg_B1,50518.0,53354.0
4351,u4,cta0056.seg_B1,53354.0,59886.0
4352,p,cta0057.seg_B1,0.0,3588.0
4353,r,cta0057.seg_B1,3588.0,4912.0
4354,a1,cta0057.seg_B1,4912.0,9090.0
4355,s',cta0057.seg_B1,9090.0,12544.0
4356,t',cta0057.seg_B1,12544.0,17380.0
4357,i0,cta0057.seg_B1,17380.0,20476.0
4358,m',cta0057.seg_B1,20476.0,23598.0
4359,i1,cta0057.seg_B1,23598.0,25936.0
4360,n',cta0057.seg_B1,25936.0,29832.0
4361,a0,cta0057.seg_B1,29832.0,37488.0
4362,s,cta0057.seg_B1,42162.0,45808.0
4363,k,cta0057.seg_B1,45808.0,49086.0
4364,a1,cta0057.seg_B1,49086.0,52660.0
4365,z,cta0057.seg_B1,52660.0,55174.0
4366,a0,cta0057.seg_B1,55174.0,59298.0
4367,l,cta0057.seg_B1,59298.0,61742.0
4368,a4,cta0057.seg_B1,61742.0,64178.0
4369,l',cta0057.seg_B1,64178.0,66584.0
4370,e0,cta0057.seg_B1,66584.0,70250.0
4371,n,cta0057.seg_B1,70250.0,72752.0
4372,y4,cta0057.seg_B1,72752.0,74694.0
4373,s,cta0057.seg_B1,74694.0,79394.0
4374,u1,cta0057.seg_B1,79394.0,81688.0
4375,s',cta0057.seg_B1,81688.0,88028.0
4376,i0,cta0057.seg_B1,88028.0,90854.0
4377,l',cta0057.seg_B1,90854.0,94164.0
4378,i4,cta0057.seg_B1,94164.0,97232.0
4379,e4,cta0057.seg_B1,97232.0,100084.0
4380,m,cta0057.seg_B1,100084.0,105694.0
4381,n,cta0057.seg_B1,115880.0,121360.0
4382,o0,cta0057.seg_B1,121360.0,133116.0
4383,o0,cta0058.seg_B1,0.0,5814.0
4384,n,cta0058.seg_B1,5814.0,9256.0
4385,v',cta0058.seg_B1,9256.0,12514.0
4386,i0,cta0058.seg_B1,12514.0,16692.0
4387,z',cta0058.seg_B1,16692.0,20486.0
4388,o4,cta0058.seg_B1,20486.0,22716.0
4389,l,cta0058.seg_B1,22716.0,25146.0
4390,sh,cta0058.seg_B1,25146.0,29120.0
4391,t,cta0058.seg_B1,29120.0,32080.0
4392,o0,cta0058.seg_B1,32080.0,34726.0
4393,j,cta0058.seg_B1,34726.0,37446.0
4394,e0,cta0058.seg_B1,37446.0,40756.0
4395,o0,cta0058.seg_B1,40756.0,45838.0
4396,ch,cta0058.seg_B1,45838.0,51970.0
4397,i4,cta0058.seg_B1,51970.0,54926.0
4398,n',cta0058.seg_B1,54926.0,55864.0
4399,t,cta0058.seg_B1,55864.0,59876.0
4400,r,cta0058.seg_B1,59876.0,61632.0
4401,u0,cta0058.seg_B1,61632.0,65426.0
4402,d,cta0058.seg_B1,65426.0,69870.0
4403,n,cta0058.seg_B1,69870.0,71530.0
4404,e4,cta0058.seg_B1,71530.0,74040.0
4405,i1,cta0058.seg_B1,74040.0,76274.0
4406,f,cta0058.seg_B1,76274.0,79162.0
4407,s',cta0058.seg_B1,79162.0,83402.0
4408,o0,cta0058.seg_B1,83402.0,85788.0
4409,t,cta0058.seg_B1,85788.0,88914.0
4410,y4,cta0058.seg_B1,88914.0,90830.0
4411,k',cta0058.seg_B1,90830.0,94802.0
